Region|SoateRegion|Raion|SoateRaion7|Scm_Code|Scm_NewCode|NewName|Age|Total|men|women|visitTotal|VisitMen|VisitWomen|mhi
Бишкекский горкенеш|4171100000000000|Первомайский район|41711203000000000|142635|142511|ЦСМ №3|51|877|379|498|1574|412|1131|454
Бишкекский горкенеш|4171100000000000|Первомайский район|41711203000000000|142635|142511|ЦСМ №3|52|1038|455|583|1499|452|1017|502
Бишкекский горкенеш|4171100000000000|Первомайский район|41711203000000000|142635|142511|ЦСМ №3|53|806|334|472|1440|380|1050|401
Бишкекский горкенеш|4171100000000000|Первомайский район|41711203000000000|142635|142511|ЦСМ №3|54|806|345|461|1749|485|1206|453
Бишкекский горкенеш|4171100000000000|Первомайский район|41711203000000000|142635|142511|ЦСМ №3|55|802|343|459|1568|404|1162|452
Бишкекский горкенеш|4171100000000000|Первомайский район|41711203000000000|142635|142511|ЦСМ №3|56|759|329|430|1769|594|1172|422
Бишкекский горкенеш|4171100000000000|Первомайский район|41711203000000000|142635|142511|ЦСМ №3|57|804|356|448|1775|610|1117|450
Бишкекский горкенеш|4171100000000000|Первомайский район|41711203000000000|142635|142511|ЦСМ №3|58|781|326|455|1638|517|1093|437
Бишкекский горкенеш|4171100000000000|Первомайский район|41711203000000000|142635|142511|ЦСМ №3|59|722|331|391|1695|574|1088|434
Бишкекский горкенеш|4171100000000000|Первомайский район|41711203000000000|142635|142511|ЦСМ №3|60|736|300|436|1882|579|1278|487
Бишкекский горкенеш|4171100000000000|Первомайский район|41711203000000000|142635|142511|ЦСМ №3|61|809|358|451|1942|707|1223|525
Бишкекский горкенеш|4171100000000000|Первомайский район|41711203000000000|142635|142511|ЦСМ №3|62|755|342|413|1890|640|1221|524
Бишкекский горкенеш|4171100000000000|Первомайский район|41711203000000000|142635|142511|ЦСМ №3|63|680|291|389|1787|476|1274|556
Бишкекский горкенеш|4171100000000000|Первомайский район|41711203000000000|142635|142511|ЦСМ №3|64|647|316|331|1730|567|1126|535
Бишкекский горкенеш|4171100000000000|Первомайский район|41711203000000000|142635|142511|ЦСМ №3|65|635|258|377|1760|529|1220|545
Бишкекский горкенеш|4171100000000000|Первомайский район|41711203000000000|142635|142511|ЦСМ №3|66|543|224|319|1490|416|1033|457
Бишкекский горкенеш|4171100000000000|Первомайский район|41711203000000000|142635|142511|ЦСМ №3|67|600|253|347|1486|449|1024|530
Бишкекский горкенеш|4171100000000000|Первомайский район|41711203000000000|142635|142511|ЦСМ №3|68|554|240|314|1178|393|785|496
Бишкекский горкенеш|4171100000000000|Первомайский район|41711203000000000|142635|142511|ЦСМ №3|69|457|179|278|973|350|610|427
Бишкекский горкенеш|4171100000000000|Первомайский район|41711203000000000|142635|142511|ЦСМ №3|70|439|180|259|1225|402|795|436
Бишкекский горкенеш|4171100000000000|Первомайский район|41711203000000000|142635|142511|ЦСМ №3|71|418|141|277|1014|378|615|417
Бишкекский горкенеш|4171100000000000|Первомайский район|41711203000000000|142635|142511|ЦСМ №3|72|429|160|269|1154|319|809|429
Бишкекский горкенеш|4171100000000000|Первомайский район|41711203000000000|142635|142511|ЦСМ №3|73|349|127|222|1116|280|812|349
Бишкекский горкенеш|4171100000000000|Первомайский район|41711203000000000|142635|142511|ЦСМ №3|74|340|112|228|1031|288|737|336
Бишкекский горкенеш|4171100000000000|Первомайский район|41711203000000000|142635|142511|ЦСМ №3|75|401|164|237|930|218|676|401
Бишкекский горкенеш|4171100000000000|Первомайский район|41711203000000000|142635|142511|ЦСМ №3|76|283|112|171|595|122|460|282
Бишкекский горкенеш|4171100000000000|Первомайский район|41711203000000000|142635|142511|ЦСМ №3|77|229|88|141|337|113|222|229
Бишкекский горкенеш|4171100000000000|Первомайский район|41711203000000000|142635|142511|ЦСМ №3|78|131|62|69|230|124|103|131
Бишкекский горкенеш|4171100000000000|Первомайский район|41711203000000000|142635|142511|ЦСМ №3|79|159|71|88|289|56|229|159
Бишкекский горкенеш|4171100000000000|Первомайский район|41711203000000000|142635|142511|ЦСМ №3|80|202|73|129|506|75|438|202
Бишкекский горкенеш|4171100000000000|Первомайский район|41711203000000000|142635|142511|ЦСМ №3|81|200|63|137|438|107|326|199
Бишкекский горкенеш|4171100000000000|Первомайский район|41711203000000000|142635|142511|ЦСМ №3|82|180|58|122|395|94|296|179
Бишкекский горкенеш|4171100000000000|Первомайский район|41711203000000000|142635|142511|ЦСМ №3|83|142|33|109|326|54|274|142
Бишкекский горкенеш|4171100000000000|Первомайский район|41711203000000000|142635|142511|ЦСМ №3|84|168|51|117|320|105|208|167
Бишкекский горкенеш|4171100000000000|Первомайский район|41711203000000000|142635|142511|ЦСМ №3|85|141|55|86|259|103|152|141
Бишкекский горкенеш|4171100000000000|Первомайский район|41711203000000000|142635|142511|ЦСМ №3|86|120|38|82|218|83|133|120
Бишкекский горкенеш|4171100000000000|Первомайский район|41711203000000000|142635|142511|ЦСМ №3|87|83|21|62|125|15|110|83
Бишкекский горкенеш|4171100000000000|Первомайский район|41711203000000000|142635|142511|ЦСМ №3|88|58|18|40|65|25|39|58
Бишкекский горкенеш|4171100000000000|Первомайский район|41711203000000000|142635|142511|ЦСМ №3|89|42|11|31|105|22|81|42
Бишкекский горкенеш|4171100000000000|Первомайский район|41711203000000000|142635|142511|ЦСМ №3|90|54|12|42|42|5|36|54
Бишкекский горкенеш|4171100000000000|Первомайский район|41711203000000000|142635|142511|ЦСМ №3|91|43|12|31|66|2|56|43
Бишкекский горкенеш|4171100000000000|Первомайский район|41711203000000000|142635|142511|ЦСМ №3|92|48|16|32|33|3|30|48
Бишкекский горкенеш|4171100000000000|Первомайский район|41711203000000000|142635|142511|ЦСМ №3|93|26|7|19|20|6|14|26
Бишкекский горкенеш|4171100000000000|Первомайский район|41711203000000000|142635|142511|ЦСМ №3|94|19|4|15|19|1|18|19
Бишкекский горкенеш|4171100000000000|Первомайский район|41711203000000000|142635|142511|ЦСМ №3|95|14|2|12|28|0|28|14
Бишкекский горкенеш|4171100000000000|Первомайский район|41711203000000000|142635|142511|ЦСМ №3|96|11|1|10|30|19|11|11
Бишкекский горкенеш|4171100000000000|Первомайский район|41711203000000000|142635|142511|ЦСМ №3|97|11|2|9|22|2|20|11
Бишкекский горкенеш|4171100000000000|Первомайский район|41711203000000000|142635|142511|ЦСМ №3|98|7|1|6|4|0|4|7
Бишкекский горкенеш|4171100000000000|Первомайский район|41711203000000000|142635|142511|ЦСМ №3|99|8|1|7|1|0|3|8
Бишкекский горкенеш|4171100000000000|Первомайский район|41711203000000000|142635|142511|ЦСМ №3|100|5|0|5|0|0|0|5
Бишкекский горкенеш|4171100000000000|Первомайский район|41711203000000000|142635|142511|ЦСМ №3|101|4|1|3|0|0|0|4
Бишкекский горкенеш|4171100000000000|Первомайский район|41711203000000000|142635|142511|ЦСМ №3|102|3|0|3|0|0|0|3
Бишкекский горкенеш|4171100000000000|Первомайский район|41711203000000000|142635|142511|ЦСМ №3|103|3|1|2|0|0|0|3
Бишкекский горкенеш|4171100000000000|Первомайский район|41711203000000000|142635|142511|ЦСМ №3|104|2|0|2|0|0|0|2
Бишкекский горкенеш|4171100000000000|Первомайский район|41711203000000000|142635|142511|ЦСМ №3|105|2|1|1|0|0|0|2
Бишкекский горкенеш|4171100000000000|Первомайский район|41711203000000000|142635|142511|ЦСМ №3|106|1|0|1|0|0|0|1
Бишкекский горкенеш|4171100000000000|Первомайский район|41711203000000000|142635|142511|ЦСМ №3|107|1|0|1|0|0|0|1
Бишкекский горкенеш|4171100000000000|Первомайский район|41711203000000000|142635|142511|ЦСМ №3|108|1|1|0|0|0|0|1
Бишкекский горкенеш|4171100000000000|Первомайский район|41711203000000000|142645|142501|ЦСМ №7|0|979|514|465|10783|5726|4975|979
Бишкекский горкенеш|4171100000000000|Первомайский район|41711203000000000|142645|142501|ЦСМ №7|1|1041|543|498|5370|2736|2646|1041
Бишкекский горкенеш|4171100000000000|Первомайский район|41711203000000000|142645|142501|ЦСМ №7|2|1103|569|534|5387|2851|2533|1103
Бишкекский горкенеш|4171100000000000|Первомайский район|41711203000000000|142645|142501|ЦСМ №7|3|1084|556|528|4708|2302|2398|1084
Бишкекский горкенеш|4171100000000000|Первомайский район|41711203000000000|142645|142501|ЦСМ №7|4|1197|626|571|4173|2219|1945|1197
Бишкекский горкенеш|4171100000000000|Первомайский район|41711203000000000|142645|142501|ЦСМ №7|5|1178|608|570|3594|1941|1648|1178
Бишкекский горкенеш|4171100000000000|Первомайский район|41711203000000000|142645|142501|ЦСМ №7|6|1241|621|620|4085|2059|2000|1241
Бишкекский горкенеш|4171100000000000|Первомайский район|41711203000000000|142645|142501|ЦСМ №7|7|1203|606|597|3089|1544|1513|1203
Бишкекский горкенеш|4171100000000000|Первомайский район|41711203000000000|142645|142501|ЦСМ №7|8|1213|601|612|2256|1134|1111|1213
Бишкекский горкенеш|4171100000000000|Первомайский район|41711203000000000|142645|142501|ЦСМ №7|9|1278|646|632|1830|951|871|1278
Бишкекский горкенеш|4171100000000000|Первомайский район|41711203000000000|142645|142501|ЦСМ №7|10|1311|655|656|1889|994|887|1311
Бишкекский горкенеш|4171100000000000|Первомайский район|41711203000000000|142645|142501|ЦСМ №7|11|1239|637|602|1658|1014|655|1239
Бишкекский горкенеш|4171100000000000|Первомайский район|41711203000000000|142645|142501|ЦСМ №7|12|1332|667|665|1399|671|715|1331
Бишкекский горкенеш|4171100000000000|Первомайский район|41711203000000000|142645|142501|ЦСМ №7|13|1349|660|690|1494|780|692|1349
Бишкекский горкенеш|4171100000000000|Первомайский район|41711203000000000|142645|142501|ЦСМ №7|14|1362|729|633|1883|948|900|1362
Бишкекский горкенеш|4171100000000000|Первомайский район|41711203000000000|142645|142501|ЦСМ №7|15|1259|654|605|3059|1679|1432|1259
Бишкекский горкенеш|4171100000000000|Первомайский район|41711203000000000|142645|142501|ЦСМ №7|16|1203|597|606|2324|1199|1219|1199
Бишкекский горкенеш|4171100000000000|Первомайский район|41711203000000000|142645|142501|ЦСМ №7|17|1179|589|590|2432|1166|1318|1145
Бишкекский горкенеш|4171100000000000|Первомайский район|41711203000000000|142645|142501|ЦСМ №7|18|1068|523|545|1458|631|855|34
Бишкекский горкенеш|4171100000000000|Первомайский район|41711203000000000|142645|142501|ЦСМ №7|19|1063|540|523|916|425|528|22
Бишкекский горкенеш|4171100000000000|Первомайский район|41711203000000000|142645|142501|ЦСМ №7|20|1132|556|577|1010|298|727|37
Бишкекский горкенеш|4171100000000000|Первомайский район|41711203000000000|142645|142501|ЦСМ №7|21|1078|510|568|1391|375|991|86
Бишкекский горкенеш|4171100000000000|Первомайский район|41711203000000000|142645|142501|ЦСМ №7|22|1075|500|575|1442|260|1216|145
Бишкекский горкенеш|4171100000000000|Первомайский район|41711203000000000|142645|142501|ЦСМ №7|23|1131|514|617|1696|372|1439|198
Бишкекский горкенеш|4171100000000000|Первомайский район|41711203000000000|142645|142501|ЦСМ №7|24|1139|499|640|1833|372|1485|255
Бишкекский горкенеш|4171100000000000|Первомайский район|41711203000000000|142645|142501|ЦСМ №7|25|1082|483|600|1834|293|1508|307
Бишкекский горкенеш|4171100000000000|Первомайский район|41711203000000000|142645|142501|ЦСМ №7|26|1112|452|660|2121|371|1752|408
Бишкекский горкенеш|4171100000000000|Первомайский район|41711203000000000|142645|142501|ЦСМ №7|27|1229|516|713|2106|468|1709|540
Бишкекский горкенеш|4171100000000000|Первомайский район|41711203000000000|142645|142501|ЦСМ №7|28|1267|517|750|2175|422|1785|576
Бишкекский горкенеш|4171100000000000|Первомайский район|41711203000000000|142645|142501|ЦСМ №7|29|1304|530|774|2435|557|1824|681
Бишкекский горкенеш|4171100000000000|Первомайский район|41711203000000000|142645|142501|ЦСМ №7|30|1388|584|804|2484|510|2005|759
Бишкекский горкенеш|4171100000000000|Первомайский район|41711203000000000|142645|142501|ЦСМ №7|31|1300|510|790|2283|537|1699|736
Бишкекский горкенеш|4171100000000000|Первомайский район|41711203000000000|142645|142501|ЦСМ №7|32|1326|532|793|2289|500|1835|771
Бишкекский горкенеш|4171100000000000|Первомайский район|41711203000000000|142645|142501|ЦСМ №7|33|1337|520|817|2330|541|1771|861
Бишкекский горкенеш|4171100000000000|Первомайский район|41711203000000000|142645|142501|ЦСМ №7|34|1342|536|807|2406|541|1865|849
Бишкекский горкенеш|4171100000000000|Первомайский район|41711203000000000|142645|142501|ЦСМ №7|35|1399|568|832|2157|547|1637|871
Бишкекский горкенеш|4171100000000000|Первомайский район|41711203000000000|142645|142501|ЦСМ №7|36|1362|541|821|1999|527|1483|835
Бишкекский горкенеш|4171100000000000|Первомайский район|41711203000000000|142645|142501|ЦСМ №7|37|1409|570|839|1967|546|1422|796
Бишкекский горкенеш|4171100000000000|Первомайский район|41711203000000000|142645|142501|ЦСМ №7|38|1375|534|841|2189|558|1627|795
Бишкекский горкенеш|4171100000000000|Первомайский район|41711203000000000|142645|142501|ЦСМ №7|39|1288|534|754|1967|550|1429|766
Бишкекский горкенеш|4171100000000000|Первомайский район|41711203000000000|142645|142501|ЦСМ №7|40|1311|517|794|1769|434|1323|732
Бишкекский горкенеш|4171100000000000|Первомайский район|41711203000000000|142645|142501|ЦСМ №7|41|1241|462|779|1847|393|1475|675
Бишкекский горкенеш|4171100000000000|Первомайский район|41711203000000000|142645|142501|ЦСМ №7|42|1253|480|773|1494|320|1156|636
Бишкекский горкенеш|4171100000000000|Первомайский район|41711203000000000|142645|142501|ЦСМ №7|43|1171|468|703|1352|361|963|621
Бишкекский горкенеш|4171100000000000|Первомайский район|41711203000000000|142645|142501|ЦСМ №7|44|1193|456|737|1556|385|1172|627
Бишкекский горкенеш|4171100000000000|Первомайский район|41711203000000000|142645|142501|ЦСМ №7|45|1045|390|655|1519|471|1078|569
Бишкекский горкенеш|4171100000000000|Первомайский район|41711203000000000|142645|142501|ЦСМ №7|46|1073|421|652|1364|427|947|566
Бишкекский горкенеш|4171100000000000|Первомайский район|41711203000000000|142645|142501|ЦСМ №7|47|1060|396|665|1370|362|1029|574
Бишкекский горкенеш|4171100000000000|Первомайский район|41711203000000000|142645|142501|ЦСМ №7|48|993|369|624|1383|283|1119|550
Бишкекский горкенеш|4171100000000000|Первомайский район|41711203000000000|142645|142501|ЦСМ №7|49|964|364|601|1526|359|1167|489
Бишкекский горкенеш|4171100000000000|Первомайский район|41711203000000000|142645|142501|ЦСМ №7|50|970|405|565|1549|452|1057|503
Бишкекский горкенеш|4171100000000000|Первомайский район|41711203000000000|142645|142501|ЦСМ №7|51|958|381|577|1512|460|1023|504
Бишкекский горкенеш|4171100000000000|Первомайский район|41711203000000000|142645|142501|ЦСМ №7|52|863|326|538|1404|335|1041|459
Бишкекский горкенеш|4171100000000000|Первомайский район|41711203000000000|142645|142501|ЦСМ №7|53|964|348|616|1391|292|1123|521
Бишкекский горкенеш|4171100000000000|Первомайский район|41711203000000000|142645|142501|ЦСМ №7|54|800|300|500|1497|429|1067|447
Бишкекский горкенеш|4171100000000000|Первомайский район|41711203000000000|142645|142501|ЦСМ №7|55|774|305|469|1552|495|1074|415
Бишкекский горкенеш|4171100000000000|Первомайский район|41711203000000000|142645|142501|ЦСМ №7|56|714|286|428|1529|444|1091|418
Бишкекский горкенеш|4171100000000000|Первомайский район|41711203000000000|142645|142501|ЦСМ №7|57|772|327|445|1413|419|1010|432
Бишкекский горкенеш|4171100000000000|Первомайский район|41711203000000000|142645|142501|ЦСМ №7|58|637|262|375|1377|352|1057|358
Бишкекский горкенеш|4171100000000000|Первомайский район|41711203000000000|142645|142501|ЦСМ №7|59|721|266|455|1682|524|1182|420
Бишкекский горкенеш|4171100000000000|Первомайский район|41711203000000000|142645|142501|ЦСМ №7|60|704|295|409|2062|644|1431|444
Бишкекский горкенеш|4171100000000000|Первомайский район|41711203000000000|142645|142501|ЦСМ №7|61|700|264|436|1577|444|1135|489
Бишкекский горкенеш|4171100000000000|Первомайский район|41711203000000000|142645|142501|ЦСМ №7|62|715|282|434|2026|576|1467|492
Бишкекский горкенеш|4171100000000000|Первомайский район|41711203000000000|142645|142501|ЦСМ №7|63|688|241|447|1722|456|1336|580
Бишкекский горкенеш|4171100000000000|Первомайский район|41711203000000000|142645|142501|ЦСМ №7|64|640|261|379|1583|458|1154|539
Бишкекский горкенеш|4171100000000000|Первомайский район|41711203000000000|142645|142501|ЦСМ №7|65|584|205|380|1680|398|1279|519
Бишкекский горкенеш|4171100000000000|Первомайский район|41711203000000000|142645|142501|ЦСМ №7|66|560|202|358|1473|384|1097|485
Бишкекский горкенеш|4171100000000000|Первомайский район|41711203000000000|142645|142501|ЦСМ №7|67|536|176|360|1706|383|1321|519
Бишкекский горкенеш|4171100000000000|Первомайский район|41711203000000000|142645|142501|ЦСМ №7|68|531|193|338|1462|340|1137|515
Бишкекский горкенеш|4171100000000000|Первомайский район|41711203000000000|142645|142501|ЦСМ №7|69|475|172|302|1387|328|1060|450
Бишкекский горкенеш|4171100000000000|Первомайский район|41711203000000000|142645|142501|ЦСМ №7|70|390|140|250|1177|319|857|390
Бишкекский горкенеш|4171100000000000|Первомайский район|41711203000000000|142645|142501|ЦСМ №7|71|429|136|293|1548|392|1152|429
Бишкекский горкенеш|4171100000000000|Первомайский район|41711203000000000|142645|142501|ЦСМ №7|72|425|144|281|1650|339|1281|425
Бишкекский горкенеш|4171100000000000|Первомайский район|41711203000000000|142645|142501|ЦСМ №7|73|442|143|299|1060|250|847|442
Бишкекский горкенеш|4171100000000000|Первомайский район|41711203000000000|142645|142501|ЦСМ №7|74|435|141|294|1169|250|921|435
Бишкекский горкенеш|4171100000000000|Первомайский район|41711203000000000|142645|142501|ЦСМ №7|75|446|142|304|1362|344|1039|446
Бишкекский горкенеш|4171100000000000|Первомайский район|41711203000000000|142645|142501|ЦСМ №7|76|316|95|221|754|161|584|316
Бишкекский горкенеш|4171100000000000|Первомайский район|41711203000000000|142645|142501|ЦСМ №7|77|177|54|123|527|105|426|177
Бишкекский горкенеш|4171100000000000|Первомайский район|41711203000000000|142645|142501|ЦСМ №7|78|139|45|94|287|34|254|139
Бишкекский горкенеш|4171100000000000|Первомайский район|41711203000000000|142645|142501|ЦСМ №7|79|140|34|106|346|123|261|140
Бишкекский горкенеш|4171100000000000|Первомайский район|41711203000000000|142645|142501|ЦСМ №7|80|215|86|129|641|177|462|215
Бишкекский горкенеш|4171100000000000|Первомайский район|41711203000000000|142645|142501|ЦСМ №7|81|246|85|161|679|138|538|246
Бишкекский горкенеш|4171100000000000|Первомайский район|41711203000000000|142645|142501|ЦСМ №7|82|277|72|205|638|102|536|277
Бишкекский горкенеш|4171100000000000|Первомайский район|41711203000000000|142645|142501|ЦСМ №7|83|252|87|165|442|108|334|252
Бишкекский горкенеш|4171100000000000|Первомайский район|41711203000000000|142645|142501|ЦСМ №7|84|214|76|138|488|73|411|213
Бишкекский горкенеш|4171100000000000|Первомайский район|41711203000000000|142645|142501|ЦСМ №7|85|215|71|144|243|77|184|215
Бишкекский горкенеш|4171100000000000|Первомайский район|41711203000000000|142645|142501|ЦСМ №7|86|168|73|95|245|83|161|168
Бишкекский горкенеш|4171100000000000|Первомайский район|41711203000000000|142645|142501|ЦСМ №7|87|119|40|79|135|28|100|119
Бишкекский горкенеш|4171100000000000|Первомайский район|41711203000000000|142645|142501|ЦСМ №7|88|80|25|55|102|26|92|80
Бишкекский горкенеш|4171100000000000|Первомайский район|41711203000000000|142645|142501|ЦСМ №7|89|91|25|66|68|22|46|91
Бишкекский горкенеш|4171100000000000|Первомайский район|41711203000000000|142645|142501|ЦСМ №7|90|87|22|65|37|4|20|87
Бишкекский горкенеш|4171100000000000|Первомайский район|41711203000000000|142645|142501|ЦСМ №7|91|61|17|44|78|6|78|61
Бишкекский горкенеш|4171100000000000|Первомайский район|41711203000000000|142645|142501|ЦСМ №7|92|71|20|51|83|3|80|71
Бишкекский горкенеш|4171100000000000|Первомайский район|41711203000000000|142645|142501|ЦСМ №7|93|57|18|39|20|0|20|57
Бишкекский горкенеш|4171100000000000|Первомайский район|41711203000000000|142645|142501|ЦСМ №7|94|56|15|41|42|39|8|55
Бишкекский горкенеш|4171100000000000|Первомайский район|41711203000000000|142645|142501|ЦСМ №7|95|39|13|26|13|8|5|39
Бишкекский горкенеш|4171100000000000|Первомайский район|41711203000000000|142645|142501|ЦСМ №7|96|19|3|16|11|0|11|19
Бишкекский горкенеш|4171100000000000|Первомайский район|41711203000000000|142645|142501|ЦСМ №7|97|11|1|10|9|0|9|11
Бишкекский горкенеш|4171100000000000|Первомайский район|41711203000000000|142645|142501|ЦСМ №7|98|11|2|9|0|0|0|11
Бишкекский горкенеш|4171100000000000|Первомайский район|41711203000000000|142645|142501|ЦСМ №7|99|7|0|7|14|5|9|7
Бишкекский горкенеш|4171100000000000|Первомайский район|41711203000000000|142645|142501|ЦСМ №7|100|3|2|1|1|1|0|3
Бишкекский горкенеш|4171100000000000|Свердловский район|41711204000000000|142585|142521|ЦСМ №9|0|1877|964|913|15570|7846|7764|1877
Бишкекский горкенеш|4171100000000000|Свердловский район|41711204000000000|142585|142521|ЦСМ №9|1|2279|1130|1149|9686|5102|4601|2279
Бишкекский горкенеш|4171100000000000|Свердловский район|41711204000000000|142585|142521|ЦСМ №9|2|2386|1246|1140|7021|3587|3505|2386
Бишкекский горкенеш|4171100000000000|Свердловский район|41711204000000000|142585|142521|ЦСМ №9|3|2177|1106|1071|5109|2561|2499|2177
Бишкекский горкенеш|4171100000000000|Свердловский район|41711204000000000|142585|142521|ЦСМ №9|4|2294|1162|1132|4485|2359|2093|2293
Бишкекский горкенеш|4171100000000000|Свердловский район|41711204000000000|142585|142521|ЦСМ №9|5|2205|1135|1070|3759|1937|1821|2205
Бишкекский горкенеш|4171100000000000|Свердловский район|41711204000000000|142585|142521|ЦСМ №9|6|2254|1170|1084|3939|2042|1884|2252
Бишкекский горкенеш|4171100000000000|Свердловский район|41711204000000000|142585|142521|ЦСМ №9|7|2324|1229|1095|2943|1565|1323|2321
Бишкекский горкенеш|4171100000000000|Свердловский район|41711204000000000|142585|142521|ЦСМ №9|8|2346|1186|1160|1913|944|966|2346
Бишкекский горкенеш|4171100000000000|Свердловский район|41711204000000000|142585|142521|ЦСМ №9|9|2116|1043|1073|1471|811|671|2114
Бишкекский горкенеш|4171100000000000|Свердловский район|41711204000000000|142585|142521|ЦСМ №9|10|2004|1030|974|1465|785|668|2002
Бишкекский горкенеш|4171100000000000|Свердловский район|41711204000000000|142585|142521|ЦСМ №9|11|2091|1062|1029|1588|822|727|2089
Бишкекский горкенеш|4171100000000000|Свердловский район|41711204000000000|142585|142521|ЦСМ №9|12|2135|1110|1025|1375|726|638|2135
Бишкекский горкенеш|4171100000000000|Свердловский район|41711204000000000|142585|142521|ЦСМ №9|13|1963|950|1013|1342|618|685|1961
Бишкекский горкенеш|4171100000000000|Свердловский район|41711204000000000|142585|142521|ЦСМ №9|14|1958|1001|957|1537|749|750|1958
Бишкекский горкенеш|4171100000000000|Свердловский район|41711204000000000|142585|142521|ЦСМ №9|15|1731|878|853|1539|718|778|1730
Бишкекский горкенеш|4171100000000000|Свердловский район|41711204000000000|142585|142521|ЦСМ №9|16|1547|788|759|1372|720|658|1500
Бишкекский горкенеш|4171100000000000|Свердловский район|41711204000000000|142585|142521|ЦСМ №9|17|1577|819|758|1735|1072|712|1528
Бишкекский горкенеш|4171100000000000|Свердловский район|41711204000000000|142585|142521|ЦСМ №9|18|1476|739|737|1654|890|823|939
Бишкекский горкенеш|4171100000000000|Свердловский район|41711204000000000|142585|142521|ЦСМ №9|19|1396|728|668|1678|670|1045|506
Бишкекский горкенеш|4171100000000000|Свердловский район|41711204000000000|142585|142521|ЦСМ №9|20|1434|687|747|1851|511|1353|60
Бишкекский горкенеш|4171100000000000|Свердловский район|41711204000000000|142585|142521|ЦСМ №9|21|1391|629|762|2210|504|1671|151
Бишкекский горкенеш|4171100000000000|Свердловский район|41711204000000000|142585|142521|ЦСМ №9|22|1533|667|866|2509|495|2026|265
Бишкекский горкенеш|4171100000000000|Свердловский район|41711204000000000|142585|142521|ЦСМ №9|23|1471|622|849|2683|484|2121|365
Бишкекский горкенеш|4171100000000000|Свердловский район|41711204000000000|142585|142521|ЦСМ №9|24|1516|623|893|3250|634|2468|502
Бишкекский горкенеш|4171100000000000|Свердловский район|41711204000000000|142585|142521|ЦСМ №9|25|1545|594|951|2762|485|2181|609
Бишкекский горкенеш|4171100000000000|Свердловский район|41711204000000000|142585|142521|ЦСМ №9|26|1651|636|1015|3305|572|2649|719
Бишкекский горкенеш|4171100000000000|Свердловский район|41711204000000000|142585|142521|ЦСМ №9|27|1783|723|1060|3118|711|2349|821
Бишкекский горкенеш|4171100000000000|Свердловский район|41711204000000000|142585|142521|ЦСМ №9|28|1953|814|1139|3588|796|2698|1127
Бишкекский горкенеш|4171100000000000|Свердловский район|41711204000000000|142585|142521|ЦСМ №9|29|1892|784|1108|3272|731|2493|1090
Бишкекский горкенеш|4171100000000000|Свердловский район|41711204000000000|142585|142521|ЦСМ №9|30|1967|861|1106|3544|891|2617|1147
Бишкекский горкенеш|4171100000000000|Свердловский район|41711204000000000|142585|142521|ЦСМ №9|31|1884|845|1039|2934|739|2225|1161
Бишкекский горкенеш|4171100000000000|Свердловский район|41711204000000000|142585|142521|ЦСМ №9|32|1766|747|1019|2733|696|2062|1159
Бишкекский горкенеш|4171100000000000|Свердловский район|41711204000000000|142585|142521|ЦСМ №9|33|1742|758|984|2643|630|2000|1155
Бишкекский горкенеш|4171100000000000|Свердловский район|41711204000000000|142585|142521|ЦСМ №9|34|1661|712|949|2599|628|2008|1083
Бишкекский горкенеш|4171100000000000|Свердловский район|41711204000000000|142585|142521|ЦСМ №9|35|1664|664|1000|2542|654|1848|1091
Бишкекский горкенеш|4171100000000000|Свердловский район|41711204000000000|142585|142521|ЦСМ №9|36|1593|708|885|2181|513|1608|978
Бишкекский горкенеш|4171100000000000|Свердловский район|41711204000000000|142585|142521|ЦСМ №9|37|1431|593|838|2237|603|1604|892
Бишкекский горкенеш|4171100000000000|Свердловский район|41711204000000000|142585|142521|ЦСМ №9|38|1428|659|769|1792|579|1205|872
Бишкекский горкенеш|4171100000000000|Свердловский район|41711204000000000|142585|142521|ЦСМ №9|39|1251|570|681|1639|501|1127|763
Бишкекский горкенеш|4171100000000000|Свердловский район|41711204000000000|142585|142521|ЦСМ №9|40|1161|498|663|1683|470|1146|696
Бишкекский горкенеш|4171100000000000|Свердловский район|41711204000000000|142585|142521|ЦСМ №9|41|1143|504|639|1459|516|914|676
Бишкекский горкенеш|4171100000000000|Свердловский район|41711204000000000|142585|142521|ЦСМ №9|42|1095|497|598|1544|472|1037|629
Бишкекский горкенеш|4171100000000000|Свердловский район|41711204000000000|142585|142521|ЦСМ №9|43|1098|480|618|1166|427|709|635
Бишкекский горкенеш|4171100000000000|Свердловский район|41711204000000000|142585|142521|ЦСМ №9|44|1027|472|555|1356|514|817|593
Бишкекский горкенеш|4171100000000000|Свердловский район|41711204000000000|142585|142521|ЦСМ №9|45|927|399|528|1417|497|903|533
Бишкекский горкенеш|4171100000000000|Свердловский район|41711204000000000|142585|142521|ЦСМ №9|46|930|426|504|1318|489|830|496
Бишкекский горкенеш|4171100000000000|Свердловский район|41711204000000000|142585|142521|ЦСМ №9|47|955|408|547|1412|508|882|544
Бишкекский горкенеш|4171100000000000|Свердловский район|41711204000000000|142585|142521|ЦСМ №9|48|946|417|529|1667|623|1018|539
Бишкекский горкенеш|4171100000000000|Свердловский район|41711204000000000|142585|142521|ЦСМ №9|49|924|395|529|1382|431|935|522
Бишкекский горкенеш|4171100000000000|Свердловский район|41711204000000000|142585|142521|ЦСМ №9|50|926|407|519|1555|550|1014|505
